,id,purpose_normalized,ClassPurpose
29431,125996,capital giro,investment
29432,125993,pra conseguir comprar o meu sonho que é ter um carro,investment
29437,125988,abrir um negocio,investment
29438,125987,regularizar dividas,investment
29440,125984,dividas,debt
29443,125980,reforma,debt
29445,125978,para investimento e capital de giro da minha empresa,investment
29446,125977,reforma de apto,investment
29448,125975,pagamento divida,investment
29449,125974,contas,debt
29451,125972,zerar limite bancário e pagar o ipva e multa,debt
29454,125964,comprar esse veículo,investment
29458,125958,organizar contas,investment
29461,125952,reforma da casa,investment
29463,125947,casamento,debt
29467,125941,pagar dividas,debt
29468,125940,reduzir o valor da parcela,debt
29471,125936,nada a declarar,debt
29474,125929,limpar o nome e terminar de pagar o veiculo,debt
29475,125928,investimento,investment
29476,125925,planejamento financeiro,investment
29478,125922,pagamentos,investment
29482,124169,reforma de casa,debt
29489,124159,para quitar dívidas do início do ano,debt
29491,124156,pagar dividas,debt
29492,124155,para colocar minha situaçao em drdem,debt
29494,124151,pagar cartão,debt
29495,124150,gastos variados,debt
29496,124149,para comprar um veículo,investment
29497,124146,investir,investment
29502,124139,investimento em reforma,investment
29503,124137,construcao,investment
29508,124132,quitar o carro e fazer reformas na minha casa,investment
29509,124131,pagar contas,debt
29513,124127,da emtra em um terreno,debt
29514,124126,quitar dividas,debt
29524,124113,pra acerta documento do veiculo,investment
29525,124112,nada a declarar,debt
29527,124109,pretendo abrir um mini mercado,investment
29529,124107,para pagar um cartao,debt
29534,124096,para fazer um investimento,investment
29535,124095,envestimento para minha loja,investment
29539,124089,para investir na minha empresa,investment
29541,124087,reforma casa,investment
29542,124085,para pagar algumas contas de urgencia,debt
29547,124080,pessoal,debt
29549,124076,alvará de taxi,debt
29550,124075,pra capital de giro,investment
29554,124070,pagar cartao de credito,debt
29556,124064,para quitar algumas dividas,debt
29561,124058,quitar divida,debt
29562,124057,investimento,investment
29563,124056,construir em um lote,investment
29564,124055,montar um negocio,investment
29566,124053,pagar as dividas do carro e outras,debt
29570,124049,para compra de mercadorias eletrônicos e telefonia para revenda sou comerciante,investment
29573,124044,pagar dívidas,debt
29575,124042,para adquirir outro veículo,investment
29579,124035,para quitar dívidas,debt
29582,124032,compra de eletrodoméstico,investment
29583,124030,pagar divida,debt
29585,124027,investir no meu comercio,investment
29586,124025,dividas,debt
29587,124024,acerta umas contas,investment
29589,124021,pagar uns contas,debt
29590,124020,despesas diversas,debt
29591,124019,para quitar contas da empresa mais precisaria de um valor mais alto de 100000 pois possuo empresa a 4 anos no mercado com rendimentos mensais de 15 mil no mínimo por mês e queria quitar todas as dívidas e pagar somente uma por mês empresa e cpf sem rest,investment
29593,124017,pagar dividas,debt
29595,124013,pra outras coisas,debt
29598,124007,para adquirir um veiculo,investment
29600,124005,quitar as dividas e multas e ipva,investment
29602,124003,pagar dívidas,debt
29605,123995,comprar food truck,debt
29607,123993,pagar dívidas,debt
29612,123985,quitar veiculo,debt
29614,123982,diminuir o valor da parcela quintando o carro e pagando o emprestimo em 36x,debt
29623,123969,entrada no financiamento da casa própria,investment
29624,123968,pagar contas,debt
29628,123962,quitar dívidas,debt
29629,123960,pagar contas e ficar so com carro casa e o emprestimo,debt
29633,123954,casamento,debt
29634,123953,despesas pessoais,debt
29635,123952,para saldar dividas,debt
29638,123944,quitacao do veiculo e pagar outras contas e diminuir valor de parcela,debt
29643,123938,quitar empréstimo,investment
29644,123937,estou pra casar e presciso de dinheiro para o casamento,investment
29646,123935,troca de taxa de juros pois a que possuo atualmente estão muito abusivas,debt
29649,123929,problemas particulares,debt
29650,123928,compra de bens para o veículo,investment
29651,123926,pagar dividas,debt
29652,123923,preciso do empréstimo para quitar dívidas que estão acumuladas mas me interessei na proposta de 90 do valor do veículo com até 60 meses pra pagar um valor menor do que 20 mil não me ajuda,investment
29654,123921,saldardividas,debt
29655,123920,para dar o dinheiro de entrada em uma casa,investment
29656,123919,para comprar o veiculo,investment
29659,123914,fazer investimento,investment
29663,123908,pagar contas arrumar minha casa,debt
29666,123905,envestimento em casa,investment
29668,123903,fluxo de caixa,debt
29670,123901,pra mim comprar o carro,investment
29671,123899,diversos,investment
29673,123895,pagar contas,debt
29674,123894,capital giro,investment
29675,123892,limpa meu nome,debt
29679,123887,estudo,investment
29684,123881,comprar um utilitario,investment
29685,123880,zerar dividas e ficar só com uma parcela acesssivel,investment
29687,123878,nada a declarar,debt
29689,123873,quitar dívidas,debt
29690,123872,investimento,investment
29691,123871,construir,investment
29692,123870,quitar dividas,debt
29693,123868,pagar contas diversas,debt
29694,123867,compra meu carro,debt
29695,123866,pagar dividas,debt
29697,123864,abrir um negócio,debt
29699,123861,nada a declarar,debt
29701,123859,dívidas diversas,debt
29702,123858,quital uma pendencia e fazer capital de giro em um negocio de um filho,investment
29704,123852,para pagar menos juros e não precisar vender o carro que é muito conservado,debt
29706,123850,invetir em minha empresa,investment
29708,123841,zerar despesas extras,debt
29709,123840,pagar cartão de crédito,debt
29710,123839,quitar cartao de credito,debt
29713,123835,cartão crédito,debt
29714,123834,gastos pessoais,debt
29715,123833,pagar contas,debt
29716,123831,para limpar o meu nome,debt
29719,123827,para quitar um cartão de crédito,debt
29720,123825,para investir na minha empresa,investment
29721,123823,para eu trabalha mais,debt
29723,123821,comprar uma casa,investment
29725,123819,negocios,debt
29727,123817,quitar dividas tipo limite de conta,debt
29728,123816,regularizar cpf,investment
29732,123810,para pagamento de dividas,debt
29735,123807,pagar cartão de crédito,debt
29738,123803,comprar outo carro,debt
29739,123801,pagar dividas,debt
29740,123799,investimento,investment
29743,123791,nada a declarar,debt
29744,123790,nada a declarar,debt
29746,123788,investimento,investment
29747,123787,reforma de casa,debt
29748,123786,reforma residencial,debt
29749,123785,quitar as dívidas,debt
29750,123784,quitar dividas reunir em só uma,debt
29751,123783,investimento na minha empresa recém aberta,investment
29753,123779,compra do veiculo,investment
29757,123767,envestimento,investment
29764,123756,pagar outras dividas,debt
29767,123746,pagar dividas e fazer investimento numa clinica de fisioterapia,investment
29769,123742,quitar faculdade,debt
29772,123737,para quitar dividas,debt
29776,123731,nada a declarar,debt
29777,123729,pagar divida,debt
29779,123727,investimento imobiliário,investment
29781,123724,10,debt
29783,123721,capital de giro,investment
29786,123716,comprar uma moto avista,investment
29787,123715,quitar dívidas sáude,debt
29788,123714,quitação de dividas,debt
29789,123711,reformar minha casa,investment
29793,123707,pagamento faculdade,debt
29794,123706,pagar contas diversas e parte para colchão de liquidez,debt
29795,123705,para pagamento de devida,debt
29797,123700,para investimento no meu negócio,investment
29799,123698,faculdade do meu filho,debt
29800,123697,reformar casa,investment
29802,123693,para pagar ipvá do carro,debt
29804,123691,quitar dívidas com juros maiores,debt
29805,123690,complementar,investment
29812,123681,pagar dividas,debt
29813,123680,quitação de dividas,debt
29819,123670,acertar a vida financeira no cartao de crédito e especial,investment
29822,123665,16000000,investment
29824,123662,investimento,investment
29828,123658,compra outro carro,debt
29829,123657,investir negocio pessoal,investment
29831,123655,reorganizar minhas finaças,debt
29832,123654,para completar o valor de um imovel,investment
29834,123651,nada a declarar,debt
29839,123644,cobrir cheque especial,investment
29840,123642,para quitar minhas dividas pessoais gastos com cheques,debt
29841,123640,quitação de dívida,debt
29842,123637,quitar dividas,debt
29843,123636,nada a declarar,debt
29844,123634,investimento,investment
29848,123629,pagar cartão de crédito,debt
29849,123627,pagamento,investment
29851,123622,reforma residencial,debt
29857,123616,pagar contas,debt
29861,123611,montar um negócio,debt
29864,123607,quitar dividas,debt
29865,123605,outras dívidas,debt
29866,123604,para quitar algumas dividas e investir em um negocio,investment
29867,123603,quitar limite no banco,debt
29868,123602,pagar dividas,debt
29869,123601,quitação dividas,debt
29871,123598,construção,investment
29873,123595,limpar nome e pagar advogados para regularizar documentação de herança,debt
29875,123592,nada a declarar,debt
29879,123585,atualizar contas,debt
29880,123584,quitar dívidas para pagar um único empréstimo a juros menores,investment
29883,123579,para quitar esta divida e outros emprestimos fechando numa unica conta,investment
29884,123578,viajar,investment
29888,123572,para sair do juro do cartão crédito,debt
29891,123568,minimzar dívidas,debt
29892,123567,saldar dívidas,debt
29895,123564,investimentos,investment
29897,123561,investimento,investment
29901,123552,troca de divida crédito pessoal por um juros mais baratos,debt
29905,123545,pagar dívidas,debt
29907,123543,investir na minha empresa,investment
29910,123540,para construção da minha casa,investment
29912,123537,quitar dívidas,debt
29914,123535,reformar casa,investment
29915,123534,para investimento em minha empresa,investment
29922,123523,investimento,investment
29925,123517,dividas de banco,debt
29928,123514,pagamento de divida escolar,debt
29929,123512,pagar dividas,debt
29932,123506,dividas,debt
29934,123503,fazer uma cirurgia,debt
29936,123499,pagar medico,debt
29939,123492,quitar o veículo,debt
29940,123489,investimento,investment
29947,123475,quitar dividas,debt
29949,123472,pagar contas,debt
29951,123467,comprar outro veículo,investment
29954,123463,para quitar outra divida,debt
29959,123455,pagamento de divida,debt
29960,123452,quitar dividas,debt
29961,123451,coisas pessoais,debt
29963,123449,viagem,investment
29966,123446,pagamento de empréstimo,investment
29967,123445,dívidas diversas,debt
29968,123444,pagar divida no banco,debt
29970,123436,pagar mão de obra para construção da casa,debt
29971,123435,para pagar contas,debt
29979,123421,entrada em uma casa,investment
29981,123417,lance em novo investimento,investment
29983,123410,diversos,investment
29985,123408,para quitar algumas contas e ter dinheiro em caixa para rotatividade,investment
29986,123407,outro investimento,investment
29987,123405,comprar um veículo mais novo,investment
29989,123402,quitar dividas,debt
29992,123398,investimento em negocio existente e que esta em crescimento,investment
30000,123388,para comprar o veiculo,investment
30001,123386,acertar dividas,investment
30005,123378,quitação de dividas,debt
30007,123375,dividas,debt
30008,123374,comprar motor popa,investment
30009,123372,cartao de credito,debt
30011,123369,nada a declarar,debt
30012,123368,reforma do apartamento,debt
30013,123367,para financiar o veículo,investment
30018,123356,para fazer minha cozinha planejada,investment
30020,123352,quitar documentações,debt
30024,123347,investimentos,investment
30025,123346,despesas iptuipva e material escolar,investment
30028,123341,quitar dividas,debt
30029,123340,para construção,investment
30031,123338,comprar um carro novo,investment
30032,123337,para comprar o carro,investment
30033,123336,viagem,investment
30034,123335,para pagar contas e reforma da casa,debt
30035,123334,pagar dividas e problemas de saude,debt
30036,123333,abertura de negocio,investment
30037,123330,estou investindo quero compra outra fiorino para trabalha,investment
30041,123322,quitar o carro,debt
30044,123316,comprar moveis,investment
30047,123308,ajeitar as contas,debt
30050,122976,paga divida,debt
30051,122975,quitar dividas,debt
30052,122974,pagar dívidas de cartão de crédito e contas do início do ano,debt
30053,122972,capital de giro,investment
30056,122968,obra,debt
30057,122964,para quitar algumas dividas,debt
30061,122958,para fazer investimento,investment
30065,122954,quitar outras conta e ficar com uma so,debt
30066,122952,pagar o cartão e outros,debt
30067,122950,pagar divida urgente,debt
30070,122947,investimento emprestimo,investment
30071,122943,pagar outras despesas,debt
30072,122942,pra pagar o carro,debt
30074,122940,quitar dividas,debt
30077,122936,despesas gerais,debt
30078,122935,equilibrar as conta de cartão de credito,debt
30079,122934,pessoal,debt
30082,122929,diversas definições,debt
30083,122928,investimento,investment
30084,122927,para entra em imovel,investment
30085,122925,cirurgia,debt
30089,122918,amortizar cheque especial,investment
30091,122912,pagar dívidas e dar uma entrada em uma casa com ajuda do meu fgts,debt
30093,122910,others,investment
30096,122906,quitar as dividas inclusive a di carro,debt
30097,122902,investir na minha loja,investment
30098,122901,pagar contas,debt
30099,122900,dividas de contas atrasadas,debt
30100,122899,dividas,debt
30102,122897,abrir um comércio,investment
30103,122894,colocar umas contas em dia,debt
30104,122893,melhoria na casa,investment
30105,122892,para pagar contas,debt
30106,122890,pagamento de dividas e ficar apenas com essa e a do carro,debt
30107,122889,pagar conta,debt
30108,122888,festa de casamento,investment
30109,122887,para iniciar um negócio,debt
30114,122879,pagar contas,debt
30115,122878,pagar contas e ficar livre,debt
30116,122876,pagar dividas,debt
30120,122870,comprar outro veículo para minha esposa,investment
30123,122867,reforma de imóvel,investment
30126,122862,pagar dívidas,debt
30128,122860,quitar compromissos,debt
30130,122856,pagamentos diversos,investment
30132,122850,abrir empresa e refinanciar dividas,investment
30133,122849,quitar carro quitar empréstimo bancário,investment
30134,122848,quitar dívidas,debt
30135,122843,pagar dívida,debt
30136,122842,investimentos,investment
30138,122839,remodelar negocio,investment
30140,122836,quitar dividas,debt
30141,122834,nada a declarar,debt
30142,122833,quitar emprestimo,investment
30143,122832,por motivos de doença,debt
30145,122830,negócios,debt
30147,122826,uso proprio pagar contas,debt
30148,122825,para quita contas e linpa o nome,debt
30149,122824,para quitar,debt
30150,122823,quitacão de cartoes,debt
30151,122821,pagar divida limpar o nome,debt
30152,122820,equipamento odontologico,investment
30154,122816,entrada de casa,investment
30155,122815,para pagar outras contas e ficar com uma divida somente em um lugar so,debt
30156,122813,pagar dividas,debt
30157,122812,compra maquinario pra melhorar a minha oficina,investment
30158,122811,para pagar minhas dividas pessoais,debt
30159,122810,pagamento de dividas,debt
30163,122805,saldar outras dividas,debt
30164,122804,quitar dividas,debt
30165,122802,pagar cartões,debt
30167,122800,para pagar ipva,debt
30171,122796,pagamentos de dividas de cartao,debt
30172,122795,comprar o veiculo,investment
30175,122790,ampliação de negócio,investment
30176,122787,quitar um empréstimo e um tratamento dentário,investment
30177,122786,abrir uma micro empresa,investment
30179,122783,reorganização financeira,investment
30180,122782,para terminar a construção de minha casa,debt
30183,122779,para reformar minha casa,investment
30187,122772,quitar dividas,debt
30188,122768,para acertar pendencias com cartão de credito,debt
30189,122766,pagar despesas da casa,debt
30191,122761,despesas variadas,debt
30192,122760,pagar contas,debt
30197,122749,investir em empresa,investment
30199,122745,quitar veiculo,debt
30200,122744,para pagar umas dividas,debt
30201,122743,dividas,debt
30202,122742,para fazer um investimento,investment
30203,122741,para pagar colégio filhos e gastos extras de férias,debt
30204,122740,ajuda familiar,debt
30206,122738,acabar de pagar o veículo e outras dividas,debt
30207,122735,pagar advogado e algumas dividas pendentes,debt
30208,122733,investimento nos estudos,investment
30213,122725,aporte para construção,investment
30214,122724,quitação do veiculo,debt
30217,122703,para o reforna do ap,debt
30223,122303,comprar carro,debt
30224,122302,para sanar dividas,debt
30228,122294,fiz uma viagem internacional e gastei um pouco mais do que o esperado,debt
30230,122290,dívidas pessoais,debt
30231,122289,quitar outro empréstimo com juros maior,investment
30238,122279,empreendimento,investment
30240,122277,sigiloso,debt
30241,122276,trocar de carro,debt
30244,122273,investir na minha empresa,investment
30248,122262,para quitalo,debt
30249,122261,abrindo negocio,investment
30255,122252,quitar dívidas,debt
30261,122243,pagar divídas,debt
30262,122238,para quitar apto,debt
30263,122237,instala,investment
30264,122236,nada a declarar,debt
30266,122234,pagar outras dividas,debt
30267,122233,pagar algumas divídas,debt
30270,122230,para investimento,investment
30272,122223,para compra de produtos para revenda,investment
30273,122221,pagar divida,debt
30275,122216,terminar construcão de uma edicula,investment
30277,122214,na verdade estou a procura de financiamento para o veiculo,investment
30278,122212,saldar divida,debt
30284,122205,quitar cartão de cretidos,debt
30285,122204,investimentos em mercadorias,investment
30288,122196,compra de outro veiculo,investment
30289,122195,quitar financiamento do carro e cheque especial,investment
30290,122193,almentar meu galpao da empresa,investment
30293,122186,pagar dividas,debt
30294,122185,comprar algo,investment
30295,122184,pra paga dívida ai eu fico so com a dívida do carro,debt
30296,122182,pra debito pessoal,debt
30301,122173,para gasto pessoal,debt
30302,122172,investimento,investment
30303,122171,nada a declarar,debt
30306,122168,para quitar dividas,debt
30308,122166,pagar dividas que está virando uma bola de neve ultimamente só tenho pago o mínimo para o nome não ser restrito,debt
30310,122163,para fazer uma festinha de 1ano da minha filha,debt
30311,122162,compra outra casa,debt
30313,122158,quitar dividas,debt
30320,122146,reforma,debt
30329,122134,p reforma de casa,debt
30330,122133,pagar divida antiga de cartao e capital de giro,debt
30331,122132,investimento,investment
30332,122131,despesas diversas,debt
30333,122130,envestir,investment
30334,122128,pagar dívidas,debt
30335,122126,quitar cheque especial,investment
30337,122124,quitar outras dividas e ficar so com uma para pagar,debt
30338,122123,quitação,debt
30339,122122,pagar contas,debt
30343,122118,nada a declarar,debt
30345,122114,pagamento de dívidas,debt
30346,122113,para pagará cartão e cobrir limite da cc,debt
30348,122110,para pagar contas,debt
30352,122101,pagamento itbi e taxas cartorio pela aquisicao de uma casa vou receber este favor de volta apos a conclusao do financiamento imobiliario,investment
30354,122098,para juntar com dinheiro que tenho e pegar o carro avista,investment
30360,122086,para comprar um veículo,investment
30361,122085,pagar cartão de crédito,debt
30363,122082,para quitar dividas com juros maiores e permanecer apenas com essa divida e a do carro,debt
30364,122081,quitar algumas dívidas,debt
30365,122080,investimento financeiro,investment
30366,122078,comprar um carro antigo,debt
30369,122075,empreendimento,investment
30370,122074,quitação de empréstimos,investment
30372,122072,investimento,investment
30373,122069,estudos,investment
30376,122065,investimento na empresa,investment
30377,122064,construcao e reforma,investment
30380,122060,para terminar casa,debt
30383,122057,para alguns gastos e para viajar,debt
30384,122056,aplicar na mei de minha esposa,investment
30385,122055,pagar dívidas de cartão,debt
30387,122053,investir em negócios propio gerá muito lucros,investment
30389,122051,para pagar outras dívidas,debt
30396,122038,pagar dividas,debt
30398,122034,reforma,debt
30399,122033,pagar escolacartão crédito,debt
30400,122031,pessoal,debt
30407,122024,quitação e trocar por um 0km,debt
30409,122022,para funelaria e mecânica,investment
30413,122016,nada a declarar,debt
30415,122013,para paga cartao de credito,debt
30416,122012,para montá um novo negócios de água e gás,investment
30417,122011,eu preciso para pagar o documento e ficar em dia com o carro e o restante para fazer uma reforma na minha casa,debt
30418,122009,compra uma moto,debt
30419,122007,investir equipamentos para serviços autonomo,investment
30420,122006,para coisas diversas,debt
30422,122003,contas atrasadas,debt
30428,121996,pagar dividas,debt
30429,121995,viagem,investment
30433,121987,comprar o veiculo,investment
30437,121980,pagar dívidas,debt
30438,121978,montar propio negocio,investment
30441,121966,investimento pequena empresa compra de maquina,investment
30444,121962,para construir,investment
30445,121960,quitar outras,debt
30448,121956,ivestimento,investment
30449,121955,investimento,investment
30451,121953,comprar apto,investment
30452,121952,to precisando pra investir mais na minha confecção,investment
30454,121946,investimento,investment
30455,121945,quitar o veiculo,debt
30457,121941,para compra o carro,investment
30458,121939,pagamento,investment
30459,121938,construsao,debt
30461,121935,para fazer reforma na casa,investment
30462,121934,pagar viagem para estudos do neto,debt
30465,121928,dar entrada em um imóvel,debt
30466,121927,comprar o carro,debt
30467,121925,comprar um mais novo,investment
30471,121914,para quitar alguns dividas,debt
30472,121913,uso diverso,debt
30474,121910,comprar minha casa propria,investment
30476,121908,resolver problemas particulares,debt
30478,121905,para pagar ipva por que eu tenho mais veiculos motos e outro carro,debt
30480,121902,pessoal,debt
30481,121901,nada a declarar,debt
30482,121900,quitar dividas,debt
30486,121895,quita contas,debt
30488,121886,investir em um negócio próprio,investment
30491,121881,capital de giro,investment
30492,121880,comprar outro veículo,investment
30494,121878,organizar finanças,investment
30495,121874,quitar o carro,debt
30496,121873,dividas diversas,investment
30497,121872,pagar cartão de credito e despesas diversas,debt
30499,121870,dividas,debt
30502,121866,confeccionar camisas,investment
30503,121864,pagar cheque especial,debt
30504,121862,despesas hospitalares e algumas dividas,debt
30505,121859,quitar cartões,debt
30509,121851,pagar cartão de crédito e empréstimo,investment
30512,121845,gastos adicionais de início de ano,investment
30514,121843,envestimento,investment
30515,121842,investir em um comercio,investment
30516,121841,quitar dividas,debt
30517,121840,pagar dividas de construcao,debt
30518,121839,quitasao de outras dividas,debt
30519,121836,gastos variados,debt
30521,121832,despesas pessoais inesperadas,debt
30522,121830,quitar divida,debt
30523,121829,quitar divida,debt
30526,121824,para quitar dívidas,debt
30529,121819,para colocar em ordem minhas contas,investment
30534,121810,pagar dividas,debt
30535,121809,negócios pessoais,debt
30540,121803,para pagar contas,debt
30545,121797,pagamentos diversos,investment
30547,121795,comprar,investment
30548,121794,pagamento dividas e investimento no meu negocio,investment
30549,121793,investimento,investment
30550,121792,gastos extras,investment
30552,121788,construção,investment
30554,121782,comprar uma moto,investment
30556,121779,comprar um terreno,investment
30558,121777,gastos variados,debt
30559,121773,novo negócio virtual,debt
30561,121771,quitar contas,debt
30563,121768,reforma da casa,investment
30568,121761,antecipação das parcelas do meu carro e pagamento de cartões de credito,debt
30571,121756,para fazer mecânica em caminhão próprio para trabalho,debt
30573,121752,comprar um terreno,investment
30574,121751,para pagar dividas do banco e com essa granas quitaria o carroo tambem falta 13 parcelas de 31210 para quitar fica em 330000,debt
30575,121750,investimento,investment
30576,121749,emprestimo para uma filha,investment
30580,121744,investimento em negócio próprio,investment
30581,121743,nada a declarar,debt
30584,121737,nada a declarar,debt
30585,121731,pagamentos diversos,investment
30586,121730,pessoal,debt
30590,121724,dividas diversas tipicas de começo de ano,investment
30591,121723,comprar matéria prima a vista,debt
30593,121720,finlizar construção,investment
30594,121719,pagar contas,debt
30596,121717,construção,investment
30597,121716,investimento,investment
30600,121712,cobrir o ch especial e outras pendencias de urgencia,investment
30601,121710,despesas diversas,debt
30604,121707,pagar contas,debt
30605,121706,refinanciar veiculo e pegar r7000 extras para quitar outras dividas,investment
30606,121704,organizar financas,investment
30607,121702,troca de dívida,debt
30610,121697,pendencias passadas,debt
30611,121695,para quitar dividas,debt
30613,121691,quitar veiculo e ajudar casamento filho,debt
30615,121688,para envestir no trabalho,investment
30616,121686,para regularizar dívidas,debt
30617,121683,gastos gerais,debt
30618,121682,gastos variados cartão crédito cheque especial,debt
30619,121681,quitar comntas pequenas e deixar em uma so parcela,debt
30622,121678,para quitar contas,debt
30623,121675,renegociar dívidas,debt
30624,121674,quitar dividas,debt
30625,121673,contas pessoais,debt
30627,121670,gastos variados,debt
30628,121668,para pagar gastos extras,debt
30631,121657,refinanciar dívida,debt
30635,120822,para pagar ipva e outras pendencias financeiras,debt
30636,120821,quitar cartão de crédito e outro empréstimo no banco do brasil,debt
30641,120811,investimento,investment
30645,120806,reformar casa,investment
30647,120804,paga o ipva e outras dividas,debt
30651,120797,quitar dívida de cartão de crédito,debt
30652,120796,para cobrir cheque especial,investment
30653,120792,pagar uma divida,debt
30657,120784,organizar gastos imprevistos,investment
30658,120782,investir em um negocio,investment
30659,120781,para pagar as dividas,debt
30661,120777,para paga conta,debt
30668,120766,para terminar construção de uma casa e sair do aluguel,debt
30670,120763,para controlar umas dívidasinevitáveis evitando assim restrições,debt
30675,120756,reforma,debt
30681,120748,reforma da casa,investment
30682,120747,pagamento de empréstimo bancário,investment
30684,120743,fazer envestimento,investment
30686,120738,para entera na compra do carro avista,investment
30687,120735,para quita coes de dividas,debt
30688,120733,organizar contas,investment
30690,120731,pagar contas atrasadas,debt
30692,120728,investimentos,investment
30694,120725,construção de imóvel próprio,investment
30695,120719,quitar emprestimo,investment
30697,120716,investir no meu próprio negocio,investment
30699,120713,acerto de contas,investment
30701,120703,para ajudar na compra de novos produtos para meu comércio,investment
30704,120698,para sair cheque especial,debt
30705,120697,pagar dividas,debt
30706,120696,pagar dívida bancária santander,debt
30707,120695,200000,debt
30711,120689,pagar cheque especial,debt
30712,120688,financiar um negocio,investment
30713,120685,para comprar carro,investment
30715,120683,realizar uma mudança,debt
30719,120678,investir,investment
30720,120676,para quitar,debt
30721,120674,reforma da casa,investment
30723,120672,comprar gado,investment
30724,120670,pagamento de cartão de credito,debt
30726,120667,para pagar dividas,debt
30728,120665,cobrir cheque especial,investment
30730,120662,comprar uma moto,investment
30731,120660,para capital de giro,investment
30732,120659,pagar dívidas,debt
30733,120658,entrada em apartamento e quitação empréstimo pessoal,investment
30734,120657,para quitar dívidas o veiculo está financiado com as prestações em dia,debt
30736,120654,refinanciar outras dívidas,debt
30737,120652,refoma casa,debt
30739,120650,gastos de casa,investment
30740,120649,para saldar algumas dívidas,debt
30742,120645,consertar veículo,investment
30743,120644,pagar dívidas,debt
30744,120643,para gastos pessoais,debt
30746,120638,quitar conta,debt
30747,120637,nada a declarar,debt
30748,120634,para pagar algumas dívidas,debt
30750,120627,capital de giro,investment
30754,120620,investir em uma empresa,investment
30756,120618,para investimento na minha empresa,investment
30757,120617,uso variado,investment
30758,120616,para pagar ipva e reforma a casa,debt
30760,120614,refinanciar dividas cartão crédito cheque especial,debt
30762,120611,dividas diversas,investment
30764,120605,para equilíbras as contas,investment
30767,120601,quitar todas as minhas dividas,debt
30768,120600,dividas diversas,investment
30772,120595,procedimento cirúrgico,debt
30773,120594,liquidar contas,investment
30776,120588,para uma reforma,investment
30777,120587,para pagar as dívidas do carro,debt
30779,120584,suprir emergências,investment
30781,120582,quitar dívida,debt
30782,120581,para quitar dívidas,debt
30784,120578,pagar parcelas em atraso e outras dividas com a regularização destas pendencias conseguirei me organizar financeiramente,debt
30785,120577,reforma,debt
30786,120575,quitar dividas com taxas maiores,debt
30787,120574,pagamento de dividas,debt
30788,120572,pagas várias dívidas inclusive o carro,debt
30789,120568,quitar dívidas,debt
30790,120567,pagar pedreiro,debt
30792,120565,quitar contas,debt
30796,120558,reformar casa,investment
30797,120557,liquidar um emprestimo mais oneroso,investment
30798,120556,compra de altomovel para trabalho,investment
30800,120551,para reformar casa,investment
30801,120549,quitar todas as dividas,debt
30802,120546,tenho prazo para complementar compra de um terreno e só me falta esta quantia a levantar até dia 11 depois fico tranquilo não posso falhar neste compromisso deixo veiculo como garantia sem problemas pois a partir deste compromisso estarei mais tranquilo,investment
30804,120540,p,investment
30810,120531,para quitação de dividas,debt
30811,120530,comercio varejista,investment
30812,120529,investir nos estudos,investment
30813,120527,quitação do meu veículo,debt
30814,120525,pagar divida e terminar minha casa,debt
30817,120521,pagar dividas,debt
30820,120518,pagar dividas,debt
30822,120511,pagamentos,investment
30823,120510,materiais para construir casa,investment
30824,120506,para comprar o veículo,investment
30825,120505,estabilizar situçao financeira,investment
30826,120504,para pagar contas de escola e faculdade e ipva e seguro do veiculo,debt
30827,120503,nada a declarar,debt
30828,120500,para quitar algumas dívidas,debt
30829,120499,para quitar contas e ipvas,investment
30830,120495,para quitar o carro,debt
30832,120491,reforma da casa,investment
30833,120490,pagar dívidas,debt
30834,120489,para comprar outro carro,investment
30835,120488,quita dividas emprestimos de outros bancos,investment
30836,120487,regularizar dividas,investment
30837,120486,nada a declarar,debt
30838,120484,estou na ultima parcela do veiculo que quitarei agora dia 08 mas entrei na malha fina da receita o ano passado dezembro15 mas havia pego antecipado na caixa o ir e acabei na malha fina sem poder quitar a caixa esse refinanciamento é para quitar,debt
30839,120483,quitar dívidas,debt
30840,120481,pagar dívidas,debt
30841,120479,nada a declarar,debt
30842,120478,pagar dividas a agiotas,debt
30843,120477,trabalho,debt
30844,120476,para compra o veículo e compra,investment
30845,120475,negócio,debt
30847,120470,investimento,investment
30849,120465,pessoal,debt
30851,120462,gastos pequeno,debt
30852,120461,quitação dívida,debt
30854,120457,finalizar construção casa propria,investment
30855,120456,limpar nome,debt
30856,120455,acertar situação da minha empresa,investment
30858,120452,pagar contas,debt
30860,120446,nada a declarar,debt
30862,120443,quitação de dívidas,debt
30863,120441,para quitar uma divida,debt
30864,120439,quitar dívidas de familiares,debt
30865,120438,pagar dívidas mais caras,debt
30866,120435,despesas,debt
30868,120433,quitar divida,debt
30870,120431,quitar veiculo e mais uma outra divida,debt
30871,120430,reforma na casa e despesas medicas,debt
30872,120429,reforma casa,investment
30873,120425,necessito para gastos que ocorreram e que nao estavam previstos em orçamento,debt
30874,120424,para investimento,investment
30875,120423,quitar dividas pessoais,debt
30877,120421,quitar o carro,debt
30878,120419,gastos diversos,debt
30879,120418,investir na empresa,investment
30880,120415,cartão de credito,investment
30881,120414,pagara ipva multas,debt
30882,120413,pagar contas,debt
30883,120412,pagar a divida,debt
30884,120411,para quitar contas,debt
30885,120410,pagar dividas,debt
30886,119410,comprar o carro,debt
30887,119409,contas do início do ano e cobri cheques,debt
